movie_name,target,movie_description,id
Kama Sutra,5,"In 16th-century India, Princess Tara (Sarita Choudhury) is raised alongside her maid Maya (Indira Varma). The two best friends turn into enemies when Tara becomes engaged to King Raj Singh (Naveen Andrews). Embittered by Tara's sudden poor treatment of her, Maya sleeps with Raj on his wedding night and is expelled from the palace. With her mastery of sexual technique, Maya continues to entice Raj, who is too distracted by hedonistic pursuits to realize his kingdom is in danger.",133582135299657449349913762528805092710
True Romance,5,"A comic-book nerd and Elvis fanatic Clarence (Christian Slater) and a prostitute named Alabama (Patricia Arquette) fall in love. Clarence breaks the news to her pimp and ends up killing him. He grabs a suitcase of cocaine on his way out thinking it is Alabama's clothing. The two hit the road for California hoping to sell the cocaine, but the mob is soon after them.",133582141637910450491060770012321119590
The Last of the Mohicans,5,"The last members of a dying Native American tribe, the Mohicans -- Uncas (Eric Schweig), his father Chingachgook (Russell Means), and his adopted half-white brother Hawkeye (Daniel Day-Lewis) -- live in peace alongside British colonists. But when the daughters (Madeleine Stowe, Jodhi May) of a British colonel are kidnapped by a traitorous scout, Hawkeye and Uncas must rescue them in the crossfire of a gruesome military conflict of which they wanted no part: the French and Indian War.",133582147183881826489564401560397643110
Look Both Ways,5,"On the eve of her college graduation, Natalie's (Lili Reinhart) life diverges into parallel realities: one in which she becomes pregnant and remains in her hometown, and another in which she does not and moves to Los Angeles. In both journeys, Natalie experiences life-changing love, pursues her dream career as an artist, and rediscovers herself.",133582152729853202488068033108474166630
Love Sarah,5,"Determined to fulfill her late mother's dream of opening a bakery in charming Notting Hill, 19-year-old Clarissa enlists the help of her mother's best friend Isabella and her eccentric estranged grandmother Mimi. These three generations of women will need to overcome grief, doubts and differences to honor the memory of their beloved Sarah while embarking on a journey to establish a London bakery filled with love, hope and colorful pastries from all over the world.",133582158275824578486571664656550690150
Blue Valentine,5,"Dean (Ryan Gosling) and Cindy (Michelle Williams) live a quiet life in a modest neighborhood. To the casual observer, everything appears normal, if a bit subdued. But a closer examination reveals a couple caught in a downward spiral. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.",133582164614077579627718672140066717030
This Is 40,5,"After many years of marriage, Pete (Paul Rudd) is the sole male in a household that includes his wife, Debbie (Leslie Mann), and two young daughters (Iris Apatow, Maude Apatow). As Pete struggles to keep his record label afloat, he and Debbie navigate a three-week course of sex and romance, career victories and financial hardships, aging parents and maturing children. They'll have to learn to forgive, forget and enjoy the rest of their lives -- before they kill each other.",133582170160048955626222303688143240550
Memoirs of a Geisha,5,"In the 1920s, 9-year-old Chiyo (Suzuka Ohgo) gets sold to a geisha house. There, she is forced into servitude, receiving nothing in return until the house's ruling hierarchy determines if she is of high enough quality to service the clientele -- men who visit and pay for conversation, dance and song. After rigorous years of training, Chiyo becomes Sayuri (Ziyi Zhang), a geisha of incredible beauty and influence. Life is good for Sayuri, but World War II is about to disrupt the peace.",133582175706020331624725935236219764070
10 Things I Hate About You,5,"Kat Stratford (Julia Stiles) is beautiful, smart and quite abrasive to most of her fellow teens, meaning that she doesn't attract many boys. Unfortunately for her younger sister, Bianca (Larisa Oleynik), house rules say that she can't date until Kat has a boyfriend, so strings are pulled to set the dour damsel up for a romance. Soon Kat crosses paths with handsome new arrival Patrick Verona (Heath Ledger). Will Kat let her guard down enough to fall for the effortlessly charming Patrick?",133582182044273332765872942719735790950
The Secret: Dare to Dream,5,"Miranda Wells is a hardworking young widow who's struggling to raise three children on her own. A powerful storm soon brings a devastating challenge and a mysterious man, Bray Johnson, into her life. In just a few short days, Bray's presence reignites the family's spirit -- but he carries a secret that could change everything.",133582187590244708764376574267812314470
Disobedience,5,"New York photographer Ronit Krushka flies to London after learning about the death of her estranged father. Ronit is returning to the same Orthodox Jewish community that shunned her decades earlier for her childhood attraction to Esti, a female friend. Their fortuitous and happy reunion soon reignites their burning passion as the two women explore boundaries of faith and sexuality.",133582194720779335048166957686767844710
Entergalactic,5,Ambitious artist Jabari attempts to balance success and love when he moves into his dream Manhattan apartment and falls for his next-door neighbor.,133582204228158836759887468912041885030
EMMA.,5,"Beautiful, smart and wealthy, Emma Woodhouse navigates her way through misguided matches, romantic missteps and the challenges of growing up -- all to finally realize the love that has been there all along.",133582209774130212758391100460118408550
Jerry Maguire,5,"When slick sports agent Jerry Maguire (Tom Cruise) has a crisis of conscience, he pens a heartfelt company-wide memo that promptly gets him fired. Desperate to hang on to the athletes that he represents, Jerry starts his own management firm, with only single mother Dorothy Boyd (Renee Zellweger) joining him in his new venture. Banking on their sole client, football player Rod Tidwell (Cuba Gooding Jr.), Jerry and Dorothy begin to fall in love as they struggle to make their business work.",133582216112383213899538107943634435430
Notting Hill,5,"William Thacker (Hugh Grant) is a London bookstore owner whose humdrum existence is thrown into romantic turmoil when famous American actress Anna Scott (Julia Roberts) appears in his shop. A chance encounter over spilled orange juice leads to a kiss that blossoms into a full-blown affair. As the average bloke and glamorous movie star draw closer and closer together, they struggle to reconcile their radically different lifestyles in the name of love.",133582221658354589898041739491710958950
In the Mood for Love,5,"In 1962, journalist Chow Mo-wan (Tony Leung Chiu Wai) and his wife move into a Hong Kong apartment, but Chow's spouse is often away on business. Before long, the lonely Chow makes the acquaintance of the alluring Su Li-zhen (Maggie Cheung Man-yuk), whose own significant other also seems preoccupied with work. As the two friends realize their respective partners are cheating on them, they begin to fall for one another; however, neither wants to stoop to the level of the unfaithful spouses.",133582227204325965896545371039787482470
The Half of It,5,"A shy, introverted student helps the school jock woo a girl whom, secretly, they both want.",133582233542578967037692378523303509350
Love at First Kiss,5,"Javier can see the future, and he finally knows who the love of his life is. There's just one problem: it's his best friend's girlfriend.",133582239088550343036196010071380032870
William Shakespeare's Romeo & Juliet,5,"Baz Luhrmann helped adapt this classic Shakespearean romantic tragedy for the screen, updating the setting to a post-modern city named Verona Beach. In this version, the Capulets and the Montagues are two rival gangs. Juliet (Claire Danes) is attending a costume ball thrown by her parents. Her father Fulgencio Capulet (Paul Sorvino) has arranged her marriage to the boorish Paris (Paul Rudd) as part of a strategic investment plan. Romeo attends the masked ball and he and Juliet fall in love.",133582244634521719034699641619456556390
Meet Cute,5,"MEET CUTE follows the story of Sheila (Kaley Cuoco) and Gary (Pete Davidson). When they meet, it's love at first sight -- until we realize their magical date wasn't fate at all. Sheila's got a time machine, and they've been falling in love over and over again. But when the perfect night is never quite enough, Sheila travels to Gary's past to change him into the perfect man.",133582250180493095033203273167533079910
"Crazy, Stupid, Love.",5,"Cal Weaver (Steve Carell) is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily (Julianne Moore). Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer (Ryan Gosling), a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",133582262064717472172853912199125630310
Brooklyn,5,"Young Irish immigrant Eilis Lace (Saoirse Ronan) navigates her way through 1950s Brooklyn. Lured by the promise of America, Eilis departs Ireland and the comfort of her mother's home for the shores of New York City. The initial shackles of homesickness quickly diminish as a fresh romance sweeps Eilis into the intoxicating charm of love. But soon, her past disrupts her new vivacity, and Eilis must choose between two countries and the lives that exist within.",133582267610688848171357543747202153830
The Lover,5,"Set in 1920s colonial Indochina, a pretty, virginal French teenager (Jane March) meets a handsome Chinese playboy (Tony Leung Ka Fai) from a respectable family. Going against the conventions of their respective societies, the lustful pair begin a torrid affair in a seedy Saigon neighborhood. Their strong attraction towards one another is only intensified by the illicit nature of their rendezvous. Given such circumstances, can their relationship last?",133582285040884601309511814326871227750
Once,5,"A vacuum repairman (Glen Hansard) moonlights as a street musician and hopes for his big break. One day a Czech immigrant (Marketa Irglova), who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love.",133582290586855977308015445874947751270
Happiest Season,5,"This romantic comedy is about longtime lesbian couple Abby (Kristen Stewart) and Harper (Mackenzie Davis), who made plans to go home to the latter's family for the Christmas holidays. Aside from spending the yuletide season with Harper's conservative parents, Abby is also planning to spring a marriage proposal on Harper. Trouble begins, though, when she discovers that Harper hasn't come out as a lesbian yet to her family, leaving them clueless as to who Abby really is in her life. Co-written and directed by Clea Duvall. Co-starring Dan Levy, Victor Garber, and Mary Steenburgen.",133582296925108978449162453358463778150
Cinderella,5,"After her father unexpectedly dies, young Ella (Lily James) finds herself at the mercy of her cruel stepmother (Cate Blanchett) and stepsisters, who reduce her to scullery maid. Despite her circumstances, she refuses to despair. An invitation to a palace ball gives Ella hope that she might reunite with the dashing stranger (Richard Madden) she met in the woods, but her stepmother prevents her from going. Help arrives in the form of a kindly beggar woman who has a magic touch for ordinary things.",133582308017051730446169716454616825190
Words on Bathroom Walls,5,"Diagnosed with a mental illness during his senior year of high school, a witty, introspective teen struggles to keep it a secret while falling in love with a brilliant classmate who inspires him to open his heart and not be defined by his condition.",133582314355304731587316723938132852070
Fire Island,5,"Set in the iconic Pines, Andrew Ahn's ""Fire Island"" is an unapologetic, modern-day rom-com showcasing a diverse, multicultural examination of queerness and romance. Inspired by the timeless pursuits from Jane Austen's classic ""Pride and Prejudice,"" the story centers on two best friends (Joel Kim Booster and Bowen Yang) who set out to have a legendary summer adventure with the help of cheap rosé and their cadre of eclectic friends.",133582319901276107585820355486209375590
Five Feet Apart,5,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control -- all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",133582325447247483584323987034285899110
Moonrise Kingdom,5,"The year is 1965, and the residents of New Penzance, an island off the coast of New England, inhabit a community that seems untouched by some of the bad things going on in the rest of the world. Twelve-year-olds Sam (Jared Gilman) and Suzy (Kara Hayward) have fallen in love and decide to run away. But a violent storm is approaching the island, forcing a group of quirky adults (Bruce Willis, Edward Norton, Bill Murray) to mobilize a search party and find the youths before calamity strikes.",133582342877443236722478257613954973030
There's Something About Mary,5,"Ted's (Ben Stiller) dream prom date with Mary (Cameron Diaz) never happens due to an embarrassing injury at her home. Years later, Ted hires Pat Healy (Matt Dillon) to track down Mary so he can reconnect with her. Pat lies to Ted about Mary and he finds out everything he can about her to trick her into dating him. Ted travels to meet Mary and has to weave through the web of lies that Pat and Mary's friend Tucker (Lee Evans) have woven to try and win her over.",133582348423414612720981889162031496550
Amélie,5,"Amélie is a fanciful comedy about a young woman who discretely orchestrates the lives of the people around her, creating a world exclusively of her own making. Shot in over 80 Parisian locations, acclaimed director Jean-Pierre Jeunet (""Delicatessen""; ""The City of Lost Children"") invokes his incomparable visionary style to capture the exquisite charm and mystery of modern-day Paris through the eyes of a beautiful ingenue.",133582365853610365859136159741700570470
Forgetting Sarah Marshall,5,"Struggling musician Peter Bretter (Jason Segel) is better-known as the boyfriend of TV star Sarah Marshall (Kristen Bell). After she unceremoniously dumps him, he feels lost and alone but makes a last-ditch bid to get over it by going to Hawaii. However, she and her new boyfriend (Russell Brand) are there in the same hotel.",133582371399581741857639791289777093990
"Love, Rosie",5,Rosie and Alex are best friends until Alex's family moves to America. They gamble everything to keep their love and friendship alive over the years and miles.,133582384076087744139933806256809147750
The Fountain,5,"A man (Hugh Jackman) travels through time on a quest for immortality and to save the woman (Rachel Weisz) he loves. As a 16th-century conquistador, Tomas searches for the legendary Fountain of Youth. As a present-day scientist, he desperately struggles to cure the cancer that is killing his wife. Finally, as a 26th-century astronaut in deep space, Tom begins to grasp the mysteries of life, love and death.",133582390414340745281080813740325174630
Blast From the Past,5,"Adam Webber (Brendan Fraser) has lived his entire life in confinement in a fallout shelter in Pasadena, Calif. When the Webber family's rations of food and supplies grow thin, Adam's eccentric father, Calvin (Christopher Walken), sends him on a dangerous restocking mission. When Adam emerges from the Webber family's subterranean refuge for the first time, he finds that rumors of a nuclear apocalypse were totally false -- and meets gorgeous Eve Rustikov (Alicia Silverstone).",133582418936479250416242347416147295590
Atonement,5,"This sweeping English drama, based on the book by Ian McEwan, follows the lives of young lovers Cecilia Tallis (Keira Knightley) and Robbie Turner (James McAvoy). When the couple are torn apart by a lie constructed by Cecilia's jealous younger sister, Briony (Saoirse Ronan), all three of them must deal with the consequences. Robbie is the hardest hit, since Briony's deception results in his imprisonment, but hope for Cecilia and her beau increases when their paths cross during World War II.",133582424482450626414745978964223819110
She's the Man,5,"Viola Johnson (Amanda Bynes) is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",133582433989830128126466490189497859430
Gone With the Wind,5,"Presented as originally released in 1939. Includes themes and character depictions which may be offensive and problematic to contemporary audiences. Epic Civil War drama focuses on the life of petulant Southern belle Scarlett O'Hara. Starting with her idyllic life on a sprawling plantation, the film traces her survival through the tragic history of the South during the Civil War and Reconstruction, and her tangled love affairs with Ashley Wilkes and Rhett Butler.",133582439535801504124970121737574382950
It Happened One Night,5,"In Frank Capra's acclaimed romantic comedy, spoiled heiress Ellie Andrews (Claudette Colbert) impetuously marries the scheming King Westley, leading her tycoon father (Walter Connolly) to spirit her away on his yacht. After jumping ship, Ellie falls in with cynical newspaper reporter Peter Warne (Clark Gable), who offers to help her reunite with her new husband in exchange for an exclusive story. But during their travels, the reporter finds himself falling for the feisty young heiress.",133582445081772880123473753285650906470
Allied,5,"Max Vatan (Brad Pitt) and Marianne Beauséjour (Marion Cotillard) are World War II operatives who never reveal their true identities. After falling in love during a risky mission, they hope to leave all that double-dealing behind them and start new lives. Instead, suspicion and danger envelop their marriage as both husband and wife become pitted against each other in an escalating, potentially lethal test that has global consequences.",133582456965997257263124392317243456870
Rebecca,5,"A young newlywed arrives at her husband's imposing family estate on a windswept English coast and finds herself battling the shadow of his first wife, Rebecca, whose legacy lives on in the house long after her death.",133582468850221634402775031348836007270
Love & Other Drugs,5,"Handsome pharmaceutical salesman Jamie Randall (Jake Gyllenhaal) always has good luck with women. A chance encounter with Maggie Murdock (Anne Hathaway), a free-spirited Parkinson's patient, leads to a sexual relationship. As Jamie and Maggie become closer, each must question if a serious commitment is in their future.",133582474396193010401278662896912530790
Cashback,5,"Would-be artist Ben (Sean Biggerstaff) realizes he has an extraordinary way of dealing with the tedium of his dead-end job stocking shelves at a store - he has acquired the ability to halt time and explore the world while the rest of the earth's population remains frozen in place. Ben's unusual talent helps him forget about a nasty breakup with his ex-girlfriend Suzy (Michelle Ryan), but he begins to stop time so often that he may miss out on a new romance with his coworker Sharon (Emilia Fox).",133582491826388763539432933476581604710
Knocked Up,5,"Rising journalist Alison Scott (Katherine Heigl) hits a serious bump in the road after a one-night stand with irresponsible slacker Ben Stone (Seth Rogen) results in pregnancy. Rather than raise the baby on her own, she decides to give Ben a chance to prove he is father material. However, he is unsure if he is ready to be a parent, and both wonder if they would be compatible lifetime partners.",133582503710613140679083572508174155110
The Proposal,5,"Faced with deportation to her native Canada, high-powered book editor Margaret Tate (Sandra Bullock) says she's engaged to marry Andrew Paxton (Ryan Reynolds), her hapless assistant. Andrew agrees to the charade, but imposes a few conditions of his own, including flying to Alaska to meet his eccentric family. With a suspicious immigration official always lurking nearby, Margaret and Andrew must stick to their wedding plan despite numerous mishaps.",133582510048866141820230579991690181990
The Reader,5,"Michael Berg (David Kross), a teen in postwar Germany, begins a passionate but clandestine affair with Hanna Schmitz (Kate Winslet), an older woman who enjoys having classic novels read to her. Then Hanna mysteriously disappears, leaving Michael heartbroken and confused. Years later, Michael, now a law student, gets the shock of his life when he sees Hanna on trial for Nazi war crimes.",133582515594837517818734211539766705510
Dirty Dancing,5,"Baby (Jennifer Grey) is one listless summer away from the Peace Corps. Hoping to enjoy her youth while it lasts, she's disappointed when her summer plans deposit her at a sleepy resort in the Catskills with her parents. Her luck turns around, however, when the resort's dance instructor, Johnny (Patrick Swayze), enlists Baby as his new partner, and the two fall in love. Baby's father forbids her from seeing Johnny, but she's determined to help him perform the last big dance of the summer.",133582527479061894958384850571359255910
The Kissing Booth,5,A high school student finds herself face-to-face with her long-term crush when she signs up to run a kissing booth at the spring carnival.,133582533025033270956888482119435779430
Doctor Zhivago,5,"During the Russian Revolution, Yuri Zhivago (Omar Sharif), is a young doctor who has been raised by his aunt and uncle following his father's suicide. Yuri falls in love with beautiful Lara Guishar (Julie Christie), who has been having an affair with her mother's lover, Victor Komarovsky (Rod Steiger), an unscrupulous businessman. Yuri, however, ends up marrying his cousin, Tonya (Geraldine Chaplin). But when he and Lara meet again years later, the spark of love reignites.",133582538571004646955392113667512302950
Out of the Blue,5,"After spending time in prison following an assault charge, Connor Bates now works in a library and spends his free time running, swimming, and trying to piece his world back together. When he meets Marilyn Chambers, the wife of a wealthy businessman, they collide into an intense physical and emotional relationship that quickly escalates into idle talk about her husband's murder.",133582544116976022953895745215588826470
Crimson Peak,5,"After marrying the charming and seductive Sir Thomas Sharpe, young Edith (Mia Wasikowska) finds herself swept away to his remote gothic mansion in the English hills. Also living there is Lady Lucille, Thomas' alluring sister and protector of her family's dark secrets. Able to communicate with the dead, Edith tries to decipher the mystery behind the ghostly visions that haunt her new home. As she comes closer to the truth, Edith may learn that true monsters are made of flesh and blood.",133582550455229024095042752699104853350
Groundhog Day,5,"Phil (Bill Murray), a weatherman, is out to cover the annual emergence of the groundhog from its hole. He gets caught in a blizzard that he didn't predict and finds himself trapped in a time warp. He is doomed to relive the same day over and over again until he gets it right.",133582556001200400093546384247181376870
2 Hearts,5,"A college student falls madly in love with a classmate, while a Cuban exile falls for a beautiful flight attendant.",133582561547171776092050015795257900390
Blended,5,"Recently divorced mom Lauren (Drew Barrymore) and widowed dad Jim (Adam Sandler) let their friends push them into a blind date, which goes disastrously wrong. Unsurprisingly, neither wants to see the other ever again. However, fate intervenes when both Jim and Lauren, unbeknown to each other, purchase one-half of the same vacation package at a South African resort; they and their children are forced to share the same suite and participate in a slew of family activities together.",133582567885424777233197023278773927270
Just Go With It,5,"His heart recently broken, plastic surgeon Danny Maccabee (Adam Sandler) pretends to be married so he can enjoy future dates with no strings attached. His web of lies works, but when he meets Palmer (Brooklyn Decker) -- the gal of his dreams -- she resists involvement. Instead of coming clean, Danny enlists Katherine (Jennifer Aniston), his assistant, to pose as his soon-to-be-ex-wife. Instead of solving Danny's problems, the lies create more trouble.",133582580561930779515491038245805981030
The Only Living Boy in New York,5,"After graduating from college and moving into an apartment, young Thomas Webb befriends an alcoholic neighbor who dispenses worldly wisdom alongside shots of whiskey. Webb's world soon comes crashing down when he learns that his father is having an affair with a beautiful and seductive woman. Determined to break up the relationship, Thomas winds up sleeping with her, launching a chain of events that will change everything that he thinks he knows about his family and himself.",133582586107902155513994669793882504550
He's Just Not That Into You,5,"Baltimore-based friends and lovers, all in their 20s and 30s, try to navigate their way through the complexities of modern relationships. Beth (Jennifer Aniston) wants commitment from Neil (Ben Affleck), who sees nothing wrong with the status quo. Gigi (Ginnifer Goodwin) is tired of waiting by the phone, while Mary (Drew Barrymore) has a slew of supportive male friends, none of whom are straight. Meanwhile, Janine has trust issues with her husband, who can't trust himself around Anna.",133582591653873531512498301341959028070
Sing Street,5,"In 1985, a Dublin teenager (Ferdia Walsh-Peelo) forms a rock 'n' roll band to win the heart of an aspiring model (Lucy Boynton).",133582597199844907511001932890035551590
Always Be My Maybe,5,"Childhood sweethearts have a falling out and don't speak for 15 years. They reconnect as adults when Sasha runs into Marcus in San Francisco. Although the old sparks are still there, the couple live in different worlds.",133582603538097908652148940373551578470
The 40-Year-Old Virgin,5,"Andy Stitzer (Steve Carell) is an amiable single guy who works at a big-box store. Living alone, 40-year-old Andy spends his free time playing video games and curating his action-figure collection. Despite his age, Andy has never had sex, so his friends, including the laid-back David (Paul Rudd), push Andy towards losing his virginity. While attempting to get over his awkwardness around female customers, Andy meets local shop owner Trish (Catherine Keener), and they begin a tentative romance.",133582616214603910934442955340583632230
Antz,5,"Z the worker ant (Woody Allen) strives to reconcile his own individuality with the communal work-ethic of the ant colony. He falls in love with ant-Princess Bala (Sharon Stone), Z strives to make social inroads, and then must save the ant colony from the treacherous scheming of the evil General Mandible (Gene Hackman) that threaten to wipe out the entire worker population.",133582621760575286932946586888660155750
Moonstruck,5,"No sooner does Italian-American widow Loretta (Cher) accept a marriage proposal from her doltish boyfriend, Johnny (Danny Aiello), than she finds herself falling for his younger brother, Ronny (Nicolas Cage). She tries to resist, but Ronny lost his hand in an accident he blames on his brother, and has no scruples about aggressively pursuing her while Johnny is out of the country. As Loretta falls deeper in love, she comes to learn that she's not the only one in her family with a secret romance.",133582633644799664072597225920252706150
Four Weddings and a Funeral,5,"Lovable Englishman Charles (Hugh Grant) and his group of friends seem to be unlucky in love. When Charles meets a beautiful American named Carrie (Andie MacDowell) at a wedding, he thinks his luck may have changed. But, after one magical night, Carrie returns to the States, ending what might have been. As Charles and Carrie's paths continue to cross -- over a handful of nuptials and one funeral -- he comes to believe they are meant to be together, even if their timing always seems to be off.",133582644736742416069604489016405753190
Third Person,5,"An acclaimed novelist (Liam Neeson) struggles to write an analysis of love in one of three stories, each set in a different city, that detail the beginning, middle and end of a relationship.",133582651074995417210751496499921780070
The Hating Game,5,"Based on the best-selling book, THE HATING GAME tells the story of ambitious good girl Lucy Hutton and her cold, efficient work nemesis, Joshua Templeton. Committed to achieving professional success without compromising her ethics, Lucy ultimately embarks on a ruthless game of one-upmanship against Josh, a rivalry that is increasingly complicated by her mounting attraction to him.",133582656620966793209255128047998303590
Before Sunset,5,"A sequel to ""Before Sunrise,"" this film starts nine years later as Jesse (Ethan Hawke) travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine (Julie Delpy). After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.",133582665336064669778332263337832840550
Cinderella,5,"Cinderella is a musically-driven bold new take on the traditional story you grew up with. Our heroine (Camila Cabello) is an ambitious young woman, whose dreams are bigger than the world will allow, but with the help of her Fab G (Billy Porter), she is able to persevere and make her dreams come true.",133582677220289046917982902369425390950
The Philadelphia Story,5,"This classic romantic comedy focuses on Tracy Lord (Katharine Hepburn), a Philadelphia socialite who has split from her husband, C.K. Dexter Haven (Cary Grant), due both to his drinking and to her overly demanding nature. As Tracy prepares to wed the wealthy George Kittredge (John Howard), she crosses paths with both Dexter and prying reporter Macaulay Connor (James Stewart). Unclear about her feelings for all three men, Tracy must decide whom she truly loves.",133582688312231798914990165465578437990
Pitch Perfect,5,"College student Beca (Anna Kendrick) knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",133582694650484800056137172949094464870
Gloria,5,An aging divorcee (Paulina García) embarks on an intense affair with a man (Sergio Hernández) she picked up at a disco.,133582700196456176054640804497170988390
The World to Come,5,"In this powerful 19th century romance set in the American Northeast, Abigail (Katherine Waterston), a farmer's wife, and her new neighbor Tallie (Vanessa Kirby) find themselves irrevocably drawn to each other. A grieving Abigail tends to her withdrawn husband Dyer (Casey Affleck) as free-spirit Tallie bristles at the jealous control of her husband Finney (Christopher Abbott), when together their intimacy begins to fill a void in each other's lives they never knew existed. Directed by Mona Fastvold and scripted by Jim Shepard and Ron Hansen, THE WORLD TO COME explores how isolation is overcome by the intensity of human connection.",133582705742427552053144436045247511910
Shakespeare in Love,5,"Shakespeare in Love is a romantic comedy for the 1990s set in the 1590s. It imaginatively unfolds the witty, sexy and timeless tale behind the creation of the greatest love story ever told. A young Shakespeare (Joseph Fiennes) is out of cash and ideas, he meets his ideal woman and she inspires him to write one of his most famous plays.",133582711288398928051648067593324035430
The Choice,5,"Travis Shaw (Benjamin Walker) is a ladies' man who thinks a serious relationship would cramp his easygoing lifestyle. Gabby Holland (Teresa Palmer) is a feisty medical student who's preparing to settle down with her long-term boyfriend (Tom Welling). Fate brings the two together as Gabby moves next door to Travis, sparking an irresistible attraction that upends both of their lives. As their bond grows, the unlikely couple must decide how far they're willing to go to keep the hope of love alive.",133582717626651929192795075076840062310
Never Been Kissed,5,"Josie Geller (Drew Barrymore), a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob (David Arquette), Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson (Michael Vartan).",133582728718594681189802338172993109350
Game of Love,5,"Game of Love follows Vivien (Bella Thorne) and Roy (Benjamin Mascolo) as their love story continues and leads them to Roy's childhood home in Sicily to prepare for the sale of the family estate. During the visit, a mysterious woman arrives and befriends Vivien, much to Roy's displeasure. Tensions build and lines are crossed as secrets from Roy's past force the couple to face aspects of their relationship they did not know existed.",133582734264566057188305969721069632870
How to Lose a Guy in 10 Days,5,"An advice columnist, Andie Anderson (Kate Hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana (Bebe Neuwirth), loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.",133582739810537433186809601269146156390
About a Boy,5,"A comedy-drama starring Hugh Grant as Will, a rich, child-free and irresponsible Londoner in his thirties who, in search of available women, invents an imaginary son and starts attending single parent meetings. As a result of one of his liaisons, he meets Marcus, an odd 12-year-old boy with problems at school. Gradually, Will and Marcus become friends, and as Will teaches Marcus how to be a cool kid, Marcus helps Will to finally grow up.",133582746148790434327956608752662183270
The Titan,5,"In the near future, a military family is relocated so it can participate in a groundbreaking experiment of man's genetic evolution into space.",133582751694761810326460240300738706790
Chloe,5,"Catherine and David Stewart (Julianne Moore, Liam Neeson) are a well-to-do couple living in a posh area of Toronto, but all is not well in paradise. Catherine suspects that David, a music professor, is cheating on her with his students. She hires a prostitute named Chloe (Amanda Seyfried) to meet David and see if he gives in to temptation, but events spin out of control when Chloe spills the details of her torrid encounters.",133582757240733186324963871848815230310
Whisper of the Heart,5,"Based on the manga with the same title, this animated film follows Shizuku, an inquisitive young girl and a voracious reader, who longs to be a writer when she grows up. One day she notices that all of her library books have previously been taken out by one Seiji Amasawa. Amid chasing after a large cat, befriending an eccentric antiques dealer and writing her first novel, Shizuku aims to find this mysterious boy who may well be her soul mate.",133582764371267812608754255267770760550
A Knight's Tale,5,"Peasant-born William Thatcher (Heath Ledger) begins a quest to change his stars, win the heart of an exceedingly fair maiden (Shanynn Sossamon) and rock his medieval world. With the help of friends (Mark Addy, Paul Bettany, Alan Tudyk), he faces the ultimate test of medieval gallantry -- tournament jousting -- and tries to discover if he has the mettle to become a legend.",133582769917239188607257886815847284070
The English Patient,5,"The sweeping expanses of the Sahara are the setting for a passionate love affair in this adaptation of Michael Ondaatje's novel. A badly burned man, Laszlo de Almasy (Ralph Fiennes), is tended to by a nurse, Hana (Juliette Binoche), in an Italian monastery near the end of World War II. His past is revealed through flashbacks involving a married Englishwoman (Kristin Scott Thomas) and his work mapping the African landscape. Hana learns to heal her own scars as she helps the dying man.",133582776255492189748404894299363310950
